ID,Category,Software Component,Title,Decision,Reason
59709,Improved,Cloud Server,Cloud Service - mongo olmServer collection manual initialization,excluded,"internal plumbing, infrastructure, or not customer-visible"
59715,Added,FreshworksAlertsIntegration,"FreshworksAlertsIntegration: Implement and figure out a way to handle styles for a new architecture and structure of custom app for Freshworks Marketplace, that aligns with common approach of Architecture Team for all platforms",excluded,"internal plumbing, infrastructure, or not customer-visible"
59724,Added,Audit Service,Audit Service: Implement integration with AWS S3 + Athena for Cloud EKS,excluded,"internal plumbing, infrastructure, or not customer-visible"
59725,Added,Audit Service,Audit Service: Implement logic to process Audit Events from AWS S3 + Athena for Cloud EKS,excluded,"internal plumbing, infrastructure, or not customer-visible"
59726,Added,Audit Service,Audit Service: Implement logic to split OnPrem and Cloud by storage MongoDB or AWS S3 + Athena considering env,excluded,"internal plumbing, infrastructure, or not customer-visible"
59759,Added,Virtual License Manager,Virtual License Manager: Add product icon and URL for products menu in navigation of OpenLM Cloud EKS Homepage,excluded,"internal plumbing, infrastructure, or not customer-visible"
59772,Improved,ALL,New gen - upgrade OpenLM.Infrastructure.ProductActivation  to v1.3.6,excluded,"dependency, framework, and configuration maintenance"
59794,Improved,SLM,SLM: Licensing: Allocation Service: Report Daily Users,excluded,"internal plumbing, infrastructure, or not customer-visible"
59795,Improved,SLM,SLM: Licensing: Denials Service: Report Daily Users,excluded,"internal plumbing, infrastructure, or not customer-visible"
59815,Improved,SAM,Update topic names for Kafka consumer in SAM service,excluded,"internal plumbing, infrastructure, or not customer-visible"
59852,Improved,spark,CI/CD pipelines for reporting connector for kafka,excluded,"CI/CD, build, and deployment work"
59861,Added,CI/CD,Update Server to New CI/CD,excluded,"CI/CD, build, and deployment work"
59975,Added,CI/CD,Update OperationalAPI to New CI/CD,excluded,"CI/CD, build, and deployment work"
59977,Added,CI/CD,Update BrokerHubConnector to New CI/CD,excluded,"CI/CD, build, and deployment work"
59978,Added,CI/CD,Update DenialsServiceUI to New CI/CD,excluded,"CI/CD, build, and deployment work"
59979,Added,CI/CD,Update LicenseAccessControl to New CI/CD,excluded,"CI/CD, build, and deployment work"
59980,Added,CI/CD,Update LicenseAllocationsUI to New CI/CD,excluded,"CI/CD, build, and deployment work"
59981,Added,CI/CD,Update LicensesUI to New CI/CD,excluded,"CI/CD, build, and deployment work"
59982,Added,CI/CD,Update LicenseServersUI to New CI/CD,excluded,"CI/CD, build, and deployment work"
59984,Added,CI/CD,Update ProjectServiceAPI to New CI/CD,excluded,"CI/CD, build, and deployment work"
59985,Added,CI/CD,Update ProjectServiceUI to New CI/CD,excluded,"CI/CD, build, and deployment work"
59987,Added,CI/CD,Update LicenseAccessControlUI to New CI/CD,excluded,"CI/CD, build, and deployment work"
59991,Added,CI/CD,Update HomePageUI to New CI/CD,excluded,"CI/CD, build, and deployment work"
59993,Added,CI/CD,Update AgentsHub to New CI/CD,excluded,"CI/CD, build, and deployment work"
59994,Added,CI/CD,Update AgentsHubUI to New CI/CD,excluded,"CI/CD, build, and deployment work"
59998,Added,CI/CD,Update UsersAndGroupsUI to New CI/CD,excluded,"CI/CD, build, and deployment work"
60003,Added,CI/CD,Update NotificationUI to New CI/CD,excluded,"CI/CD, build, and deployment work"
60005,Added,CI/CD,Update SAM to New CI/CD,excluded,"CI/CD, build, and deployment work"
60006,Added,CI/CD,Update CloudUI to New CI/CD,excluded,"CI/CD, build, and deployment work"
60007,Added,CI/CD,Update AllDBUpgradeApi to New CI/CD,excluded,"CI/CD, build, and deployment work"
60012,Added,CI/CD,Update licensefilesui to New CI/CD,excluded,"CI/CD, build, and deployment work"
60016,Added,CI/CD,Update softwareassetmanagementui to New CI/CD,excluded,"CI/CD, build, and deployment work"
60017,Added,CI/CD,Update usageui to New CI/CD,excluded,"CI/CD, build, and deployment work"
60018,Added,CI/CD,Update usersandgroupsmigrationservice to New CI/CD,excluded,"CI/CD, build, and deployment work"
60021,Added,CI/CD,Update CloudService to New CI/CD,excluded,"CI/CD, build, and deployment work"
60033,Added,API Gateway,API Gateway - Operator license changes - Create alternative solution,excluded,"internal plumbing, infrastructure, or not customer-visible"
60113,Improved,Broker Hub,Broker Hub: Need to redesign UI according OpenLM standards,excluded,"Angular Material interface migration — internal (editorial decision, June 11, 2026)"
60131,Added,CI/CD,Update MlPrediction to New CI/CD,excluded,"CI/CD, build, and deployment work"
60132,Added,CI/CD,Update MlDataCollection to New CI/CD,excluded,"CI/CD, build, and deployment work"
60133,Improved,Cloud Server,Cloud Admin UI - Remove checkbox column from Accounts grid,excluded,"internal plumbing, infrastructure, or not customer-visible"
60151,Added,UGS,UGS: Add general user per customer logic,excluded,"internal plumbing, infrastructure, or not customer-visible"
60199,Added,UI Configuration Service,Navigation: Add Superset service item under Navigation Service,excluded,"internal plumbing, infrastructure, or not customer-visible"
60235,Improved,ProductsService,Products Service: Remove Brokers from SLM's list of Required UIs,excluded,"internal plumbing, infrastructure, or not customer-visible"
60290,Added,ExternalPlatformService,OpenLM Connector - OAuth Implementation,published in changelog,customer-facing change
60344,Improved,Cloud Admin UI,Cloud Admin UI: Ensure partner see data only of his referrals,excluded,"internal plumbing, infrastructure, or not customer-visible"
60435,Improved,UsageService,SLM: Licensing: MDE:  Integrate Users Reports with UGS Client,excluded,"internal plumbing, infrastructure, or not customer-visible"
60450,Added,FreshworksAlertsIntegration,"FreshworksAlertsIntegration: Implement logic of integration with ExternalPlatformInfo, test and release all changes to all Cloud EKS envs",excluded,"tests, QA, and security scanning"
60488,Improved,SLM,SLM: Licensing: Disposable Service:  Report Users to UGS,excluded,"internal plumbing, infrastructure, or not customer-visible"
60512,Improved,Audit Service,Audit Service: Adjust OpenLM UI team inputs changes of common library,excluded,"dependency, framework, and configuration maintenance"
60596,Added,ExternalPlatformService,OpenLM Alerts and Connector Integration - Create How to use page and deploy for monday,published in changelog,customer-facing change
60640,Added,ServiceNow,Create gateway for servicenowcreds backend service for APIs access,excluded,"internal plumbing, infrastructure, or not customer-visible"
60689,Fixed,Directory Synchronization,DSS: Sync failure Error GetActiveUsers.,published in changelog,customer-facing change
60895,Improved,SAM,SAM - Cost Module Backend Changes,excluded,"internal plumbing, infrastructure, or not customer-visible"
60998,Improved,spark,CI/CD pipelines for reporting connector for SQS,excluded,"CI/CD, build, and deployment work"
61118,Improved,CI/CD,Migrate AuditService ansible artifacts to Orchestration,excluded,"CI/CD, build, and deployment work"
61119,Improved,CI/CD,Migrate BrokerHub ansible artifacts to Orchestration,excluded,"CI/CD, build, and deployment work"
61120,Improved,CI/CD,Migrate BrokerHubUI ansible artifacts to Orchestration,excluded,"CI/CD, build, and deployment work"
61121,Improved,CI/CD,Migrate ComplianceService ansible artifacts to Orchestration,excluded,"CI/CD, build, and deployment work"
61122,Improved,CI/CD,Migrate ComplianceServiceUI ansible artifacts to Orchestration,excluded,"CI/CD, build, and deployment work"
61126,Improved,CI/CD,Migrate DisposableTokens ansible artifacts to Orchestration,excluded,"CI/CD, build, and deployment work"
61132,Improved,CI/CD,Migrate EmailNotification ansible artifacts to Orchestration,excluded,"CI/CD, build, and deployment work"
61133,Improved,CI/CD,Migrate flexlmcompare ansible artifacts to Orchestration ,excluded,"CI/CD, build, and deployment work"
61142,Improved,CI/CD,Migrate MondayIntegration ansible artifacts to Orchestration,excluded,"CI/CD, build, and deployment work"
61143,Improved,CI/CD,Migrate NotificationGateway ansible artifacts to Orchestration,excluded,"CI/CD, build, and deployment work"
61148,Improved,CI/CD,Migrate ProjectServiceMigration ansible artifacts to Orchestration,excluded,"CI/CD, build, and deployment work"
61149,Improved,CI/CD,Migrate PushNotification ansible artifacts to Orchestration,excluded,"CI/CD, build, and deployment work"
61150,Improved,CI/CD,Migrate TicketingNotification ansible artifacts to Orchestration,excluded,"CI/CD, build, and deployment work"
61153,Improved,CI/CD,Migrate UsageService ansible artifacts to Orchestration,excluded,"CI/CD, build, and deployment work"
61168,Improved,SAM,K8s: SAM: Product not activated screen,excluded,"internal plumbing, infrastructure, or not customer-visible"
61223,Added,ExternalPlatformService,OpenLM Connector Integration - Add validation for customer id,excluded,"internal plumbing, infrastructure, or not customer-visible"
61291,Added,Cloud Server,K8s: Cloud: New Cloud Registration API,excluded,"internal plumbing, infrastructure, or not customer-visible"
61349,Added,ServiceNow Integration,ServiceNow Integration: Mapping of ServiceNow target tables for SAMPro,excluded,"internal plumbing, infrastructure, or not customer-visible"
61450,Improved,ExternalPlatformService,OpenLM Connector : Encrypt all user supplied data and Access Token,excluded,"internal plumbing, infrastructure, or not customer-visible"
61451,Improved,ExternalPlatformService,OpenLM Connector : Admin Only Authorization,excluded,"internal plumbing, infrastructure, or not customer-visible"
61564,Improved,Audit Service,Audit Service: Upgrade to latest NuGet packages external and OpenLM common internal,excluded,"tests, QA, and security scanning"
61567,Improved,FreshworksAlertsIntegration,FreshworksAlertsIntegration: Upgrade to latest NuGet packages external and OpenLM common internal,excluded,"tests, QA, and security scanning"
61669,Improved,CI/CD,CI/CD: Version convention adaptation,excluded,"CI/CD, build, and deployment work"
61818,Added,CI/CD,Update sparkmongo to New CI/CD,excluded,"CI/CD, build, and deployment work"
61822,Added,CI/CD,Update sparkmonitoring to New CI/CD,excluded,"CI/CD, build, and deployment work"
61823,Added,CI/CD,Update sparkmonitoring to New CI/CD,excluded,"CI/CD, build, and deployment work"
61826,Added,CI/CD,Update sparkmssql to New CI/CD,excluded,"CI/CD, build, and deployment work"
61829,Added,CI/CD,Update denialsagg to New CI/CD,excluded,"CI/CD, build, and deployment work"
61830,Added,CI/CD,Update sparklicenseconcurency to New CI/CD,excluded,"CI/CD, build, and deployment work"
61853,Added,Cloud Broker,Cloud Broker: Bentley portal LAC Message & Deploy LAC Command Implementation,already published,item already appears in static/release-notes JSON changelogs
61874,Improved,Broker Hub,"Broker Hub: Broker Client API: provide API to recognize messages from Broker, Cloud Broker and Cloud Broker Agent",excluded,"internal plumbing, infrastructure, or not customer-visible"
61956,Improved,CI/CD,SparkS3ReportingETL cloud stage4 migration,excluded,"CI/CD, build, and deployment work"
61978,Added,Cloud Broker Agent,SaaS Agent : Support Altair (Shift from Cloud Broker Service),published in changelog,customer-facing change
61980,Added,Cloud Broker Agent,SaaS Agent : Support JetBrains Cloud(Shift from Cloud Broker Service),published in changelog,customer-facing change
62014,Added,CI/CD,Update bidbmigrationtool to New CI/CD,excluded,"CI/CD, build, and deployment work"
62015,Added,CI/CD,Update reportingdatarecovery to New CI/CD,excluded,"CI/CD, build, and deployment work"
62049,Added,CI/CD,MarketplaceManager UI  - Create build and deployment pipelines for the UI,excluded,"CI/CD, build, and deployment work"
62127,Added,Placeholder,Agents Hub: Migration to Material,excluded,"framework migration — removed from published changelog history (editorial decision, June 11, 2026)"
62138,Improved,CI/CD,Update Domain name for staging env,excluded,"CI/CD, build, and deployment work"
62176,Added,SLM,Anapurna: SLM : Support BrokerSource - Upgrade to OpenLM.BrokerClient.v1.2.22,excluded,"dependency, framework, and configuration maintenance"
62184,Improved,FreshworksAlertsIntegration,FreshworksAlertsIntegration: Adjust OpenLM UI team inputs changes of common library,excluded,"dependency, framework, and configuration maintenance"
62185,Added,FreshworksAlertsIntegration,FreshworksAlertsIntegration: Implement HotJar logic integration,excluded,"internal plumbing, infrastructure, or not customer-visible"
62189,Added,Audit Service,Audit Service: Test and release new changes to all environments,excluded,"tests, QA, and security scanning"
62198,Improved,Cloud Server,K8s: Cloud service - check partner ID API,excluded,"internal plumbing, infrastructure, or not customer-visible"
62209,Added,ServiceNow,Development of Build and Release Pipeline for Servicenow connector ETL,excluded,"CI/CD, build, and deployment work"
62220,Added,FreshworksAlertsIntegration,FreshworksAlertsIntegration: Implement UI logic to allow only Admin role to use service,published in changelog,customer-facing change
62253,Improved,ExternalPlatformService,Remove OpenLM-Common package from ui - monday connector,excluded,"dependency, framework, and configuration maintenance"
62311,Improved,Cloud Server,Annapurna Cloud Admin - export accounts list,excluded,"internal plumbing, infrastructure, or not customer-visible"
62386,Improved,Server Operational API,LicenseServersUI - Use Server.DataSource instead of SampleMode in all api calls,excluded,"internal plumbing, infrastructure, or not customer-visible"
62400,Added,Placeholder,Process Manager: Material migration,excluded,"framework migration — removed from published changelog history (editorial decision, June 11, 2026)"
62441,Improved,Reporting Hub BI,QuickSight Bridge service - API Gateway entry,excluded,"internal plumbing, infrastructure, or not customer-visible"
62442,Improved,UsageService,Usage: Annapurna: Cloud: POC - Embedding a QuickSight dashboard in OpenLM UI,excluded,"internal plumbing, infrastructure, or not customer-visible"
62459,Added,Broker Hub,"Broker Hub: Need to delete Broker entry with New status if Broker are not reporting any data & its pending as ""New"" status for long period of time",published in changelog,customer-facing change
62461,Improved,Broker Hub,Broker Hub: Auto delete of Broker File after 24hr or any time limit as configurable for Update Broker,published in changelog,customer-facing change
62471,Added,Placeholder,Compliance: Migration to Material,excluded,"Angular Material interface migration — internal (editorial decision, June 11, 2026)"
62472,Added,Placeholder,Notifications: Migration to Material,excluded,"Angular Material interface migration — internal (editorial decision, June 11, 2026)"
62559,Improved,SAM,Currency Conversion Factor from SAM.,published in changelog,customer-facing change
62587,Improved,Data Engineering,Limit Message Size for reporting-users-and-groups Topic,excluded,"internal plumbing, infrastructure, or not customer-visible"
62637,Added,Placeholder,Mono Helm,excluded,"CI/CD, build, and deployment work"
62683,Added,Broker Hub,Broker Hub: route the new AutodeskUsageMessage,excluded,"internal plumbing, infrastructure, or not customer-visible"
62698,Added,ServiceNow,Build and Release Pipeline for Bentley ETL service,excluded,"CI/CD, build, and deployment work"
62714,Added,CI/CD,Navigation UI: Create CI/CD pipelines for microfrontend deployment,excluded,"CI/CD, build, and deployment work"
62726,Added,ExternalPlatformService,OpenLM Connector: Add cookies section in Custom object for user consent,published in changelog,customer-facing change
62736,Added,DB,Create Recommended Indexes on MongoDB UsersAndGroupsDB Collection for OpenLM_CLOUD_DEV,excluded,"internal plumbing, infrastructure, or not customer-visible"
62752,Added,ServiceNowETL,ServiceNow Integration: Add Bentley tables and Data models Inside ServiceNow Connector (Cred Collection),excluded,"internal plumbing, infrastructure, or not customer-visible"
62838,Improved,Audit Service,Audit Service: Upgrade to latest changes of UI Common Library for microsoft/signlar and latest releases of OpenLM Internal Nugets,excluded,"tests, QA, and security scanning"
62858,Improved,ExternalPlatformService,OpenLM Connector: Secure the access token,excluded,"internal plumbing, infrastructure, or not customer-visible"
62877,Fixed,Directory Synchronization,DSS can not connect to AzureAD from US cloud,published in changelog,customer-facing change
62897,Improved,ServiceNow Integration,Add Scheduled Daily Sync Feature to ServiceNow Connector,published in changelog,customer-facing change
62898,Improved,ServiceNow Integration,Reflect ETL-to-ServiceNow Sync Completion and Transform Status on UI via WebSocket,published in changelog,customer-facing change
62899,Added,ServiceNowETL,ServiceNow Integration: Implement Endpoint to Upsert ServiceNow Credentials,excluded,"internal plumbing, infrastructure, or not customer-visible"
62933,Added,Placeholder,Annapurna: Licensing: Support BrokerSource,published in changelog,customer-facing change
62967,Fixed,OpenLM Server,Server: GreenHills: Can't parser GreenHills header. Cause: Source string doesn't match header template,already published,item already appears in static/release-notes JSON changelogs
63023,Fixed,OpenLM Server,Server: FlexLM: MSC Beryllium: Data analysis failed. System Error after Flexlm version update.,already published,item already appears in static/release-notes JSON changelogs
63034,Added,SubscriptionOptimizer,Subscritpion Optimizer: Move Build and Release pipeline to multi docker stage / private ecr,excluded,"CI/CD, build, and deployment work"
63089,Added,Cloud Broker,Cloud Broker: add Support for Atlassian Confluence,already published,item already appears in static/release-notes JSON changelogs
63374,Improved,Audit Service,Audit Service: Re-adjust service for latest changes of Cloud Athena + S3,excluded,"tests, QA, and security scanning"
63386,Improved,FreshworksAlertsIntegration,"FreshworksAlertsIntegration: Upgrade to latest changes of UI Common Library for microsoft/signlar and latest releases of OpenLM Internal Nugets, test and release to all envs",excluded,"tests, QA, and security scanning"
63402,Improved,ALL,Annapurna: Fix images vulnerabilities as per Exxon scan result - batch 11.07.2025,excluded,"tests, QA, and security scanning"
63468,Improved,SLM,Annapurna: SLM: Upgrade Audit.client in all services,excluded,"dependency, framework, and configuration maintenance"
63472,Added,License Servers,License Server Statistics: Implement links,published in changelog,customer-facing change
63488,Added,License Manager Service,"Annapurna: License Manager: Add ""Download license file"" functionality",published in changelog,customer-facing change
63540,Improved,CI/CD,CI/CD: Update helm repo charts with mono_helm patches,excluded,"CI/CD, build, and deployment work"
63547,Added,Placeholder,Cloud Admin: Migration to Material,excluded,"internal (second audit, June 11, 2026): Cloud Admin is OpenLM staff/partner tooling"
63609,Fixed,OpenLM Server,Annapurna: Prod: Server: Can't find familiar server in line: Teamlicense1.Ather.Energy: license server UP (MASTER) v11.19.5,published in changelog,"filed in legacy-slm.json v26.5.28.1412 (June 11, 2026)"
63611,Improved,Notification Service,"Ensure No Credentials Are Embedded in Docker Images [DS Squad components, Notification services]",excluded,"CI/CD, build, and deployment work"
63708,Improved,ServerSquad Services,Fix Vulnerabilities in Services [ServerSquad],excluded,"tests, QA, and security scanning"
63710,Improved,LAC,Fix Vulnerabilities in Services [LAC],excluded,"tests, QA, and security scanning"
63764,Added,Placeholder,SonarQube Flow,excluded,"tests, QA, and security scanning"
63908,Improved,Cloud Broker,Cloud Broker: monitor QuickSight licenses,already published,item already appears in static/release-notes JSON changelogs
64058,Added,eus services,Agent Services: Integration appsettings section - use fixed values,excluded,"internal plumbing, infrastructure, or not customer-visible"
64064,Added,ServiceNowETL,ServiceNow Integration: Add Part of Peak Usage field in Bentley Machine Usage Data in ServiceNow Connector,excluded,"internal plumbing, infrastructure, or not customer-visible"
64094,Added,Allocation Enrichment,Add Support for Azure Cosmos DB for MongoDB [ServerSquad],published in changelog,customer-facing change
64100,Fixed,OpenLM Server,Server: FlexLM: MATLAB: Client Version is missing in Reports After changing License File,published in changelog,"filed in legacy-slm.json v26.5.28.1412 (June 11, 2026)"
64141,Improved,OpenLM Server,A replacement for FluentAssertions,excluded,"tests, QA, and security scanning"
64149,Improved,ServiceNowETL,ServiceNow Integration: Update Data Model in ServiceNow Connector,excluded,"internal plumbing, infrastructure, or not customer-visible"
64196,Fixed,OpenLM Server,Annapurna: Prod: Server: RMS: Error processing port message,published in changelog,"filed in legacy-slm.json v26.5.28.1412 (June 11, 2026)"
64221,Added,Placeholder,Dongle Monitoring: Migration to Material,excluded,"framework migration — removed from published changelog history (editorial decision, June 11, 2026)"
64229,Added,Placeholder,Homepage: Migration to Material,excluded,"internal plumbing, infrastructure, or not customer-visible"
64266,Added,Placeholder,Personal Dashboard: Migration to Material,excluded,"framework migration — removed from published changelog history (editorial decision, June 11, 2026)"
64295,Improved,Audit Service,Audit Service: Tune code and prepare for release of Athena integration,excluded,"internal plumbing, infrastructure, or not customer-visible"
64298,Fixed,Process Manager,Process Manager: Annapurna: Prod: Incorrect Idle Time Values in System Monitoring Report for Notepad++ and Notepad,published in changelog,customer-facing change
64331,Improved,FreshworksAlertsIntegration,FreshworksAlertsIntegration: Upgrade Service to latest NuGet versions internal and external,excluded,"tests, QA, and security scanning"
64336,Improved,FreshworksAlertsIntegration,FreshworksAlertsIntegration: Extend configuration of service using global OS env variables,excluded,"dependency, framework, and configuration maintenance"
64350,Added,FreshworksAlertsIntegration,"FreshworksAlertsIntegration: Implement new UI logic, layouts and migrate to Angular Material approach instead of Angular Syncfusion approach",excluded,"Angular Material interface migration — internal (editorial decision, June 11, 2026)"
64352,Added,Audit Service,"Audit Service: Implement new UI logic, layouts and migrate to Angular Material approach instead of Angular Syncfusion approach",excluded,"Angular Material interface migration — internal (editorial decision, June 11, 2026)"
64364,Improved,Broker Hub,Broker Hub: Migration to Material,excluded,"Angular Material interface migration — internal (editorial decision, June 11, 2026)"
64386,Improved,ServiceNow ETL,LTC ServiceNow: Send Product Cloud Denial Records to ServiceNow Connector,published in changelog,customer-facing change
64412,Added,Identity Service,Annapurna: Identity: Auth package - support additional kafka settings,excluded,"dependency, framework, and configuration maintenance"
64460,Improved,UI Configuration Service,Update Auth Package and Dependent Packages,excluded,"dependency, framework, and configuration maintenance"
64474,Improved,Audit Service,Audit Service: Convert all functionality of service to system product by default,excluded,"internal plumbing, infrastructure, or not customer-visible"
64638,Added,Placeholder,License Allocations: Migration to Material,excluded,"Angular Material interface migration — internal (editorial decision, June 11, 2026)"
64647,Added,Placeholder,Projects: Migration to Material,excluded,"Angular Material interface migration — internal (editorial decision, June 11, 2026)"
64738,Improved,SaaS Agent,SaaS Agent: consider to report monitoring failures to Alerts and Audit,published in changelog,customer-facing change
64761,Added,Placeholder,Denials: Migration to Material,excluded,"Angular Material interface migration — internal (editorial decision, June 11, 2026)"
64777,Improved,FreshworksAlertsIntegration,FreshworksAlertsIntegration: Upgrade Service to latest NuGet versions internal and external,excluded,"tests, QA, and security scanning"
64782,Improved,UI Configuration Service,"UI Configuration Service: Upgrade Service to latest NuGet versions internal and external, test and release to all environments",excluded,"tests, QA, and security scanning"
64783,Improved,Audit Service,Audit Service: Upgrade Service to latest NuGet versions internal and external,excluded,"tests, QA, and security scanning"
64882,Improved,License Manager Service,License Manager: ensure proper usage monitoring for multiple subscriptions,excluded,"internal plumbing, infrastructure, or not customer-visible"
64947,Added,Placeholder,"Process Sessions: Migrate to Material, Angular 19 & NgRx state management",excluded,"Angular Material interface migration — internal (editorial decision, June 11, 2026)"
64955,Added,CI/CD,Prepare the new stages for the new prod-eu env,excluded,"CI/CD, build, and deployment work"
64966,Added,CI/CD,Annapuna: Cloud EU: Add service env_vars for components with custom configmaps,excluded,"CI/CD, build, and deployment work"
65040,Improved,CI/CD,Annapuna: Cloud EU: Update service env_vars for components with custom configmaps - 1/2,excluded,"CI/CD, build, and deployment work"
65041,Improved,CI/CD,Annapuna: Cloud EU: Update service env_vars for components with custom configmaps - 2/2,excluded,"CI/CD, build, and deployment work"
65134,Improved,Cloud Broker,Cloud Broker: JetBrains Deploy Command Functionality,already published,item already appears in static/release-notes JSON changelogs
65236,Improved,LicenseAccessControl,LAC - History error messages tooltip support,published in changelog,customer-facing change
65260,Improved,UsageService,OpenLM Platform: Usage Service : Remove License,excluded,"internal plumbing, infrastructure, or not customer-visible"
65261,Added,Broker,Platform: Broker: Remove License: new command format,already published,item already appears in static/release-notes JSON changelogs
65269,Improved,Audit Service,"Audit Service: Renew AWS IAM keys by request of AWS Cloud Manager and security team, test and release to all environments",excluded,"tests, QA, and security scanning"
65272,Improved,FreshworksAlertsIntegration,"FreshworksAlertsIntegration: Renew AWS IAM keys by request of AWS Cloud Manager and security team, test and release to all environments",excluded,"tests, QA, and security scanning"
65304,Added,SAM.Catalog,Build and Release pipeline for on-prem SAM catalog service,excluded,"CI/CD, build, and deployment work"
65315,Added,Data Engineering,Modify ETL to Read 13 New Views and Push to Kafka,excluded,"internal plumbing, infrastructure, or not customer-visible"
65322,Improved,ServiceNow Connector,Enhance ServiceNow Connector to Process Data from 13 Tables and Populate Staging/Target Tables,published in changelog,customer-facing change
65341,Fixed,Broker Hub,Annapurna: BrokerHub: Broker is no Approved Messages for a SaaS Agents,published in changelog,customer-facing change
65349,Improved,SaaS Agent,SaaS Agent: monitor Canva licenses,published in changelog,customer-facing change
65352,Improved,Placeholder,Process Manager: Monitoring flow improvement,excluded,"internal (second audit, June 11, 2026): no identifiable customer-visible change"
65361,Improved,SaaS Agent,Saas Agent: Zoom license monitoring,published in changelog,customer-facing change
65368,Improved,Cloud Resource Manager,Cloud Resource Manager : Deployment to dev-eks,excluded,"CI/CD, build, and deployment work"
65369,Added,SaaS Agent,SaaS Agent : implement remote automated update,published in changelog,customer-facing change
65403,Improved,OpenLM Server,SLM - Licensing - Review license-events topic,excluded,"internal plumbing, infrastructure, or not customer-visible"
65409,Improved,OpenLM Server,openlm.infrastructure.hangfire package - use it in our services,excluded,"dependency, framework, and configuration maintenance"
65425,Fixed,Agents Hub,AgentsHub: Annapurna: Prod: Failed to update: The relative expiration value must be positive,already published,item already appears in static/release-notes JSON changelogs
65490,Improved,OpenLM Server,v25: Server: RLM: RLM reporting on multiple ISV,published in changelog,"filed in legacy-slm.json v26.5.28.1412 (June 11, 2026)"
65499,Added,Deployment,Create & Automate Spark 4.0 Base Docker Image,excluded,"CI/CD, build, and deployment work"
65543,Added,Audit Service,"Audit Service: Implement new UI logic, layouts and migrate to Angular Material approach instead of Angular Syncfusion approach - continuation",excluded,"Angular Material interface migration — internal (editorial decision, June 11, 2026)"
65847,Improved,Agent,Process Manager:  Function to Disable License Harvesting for Specific User & Group,already published,item already appears in static/release-notes JSON changelogs
65917,Added,Broker Hub,Broker Hub: Implement options to disable License / Options file upload,published in changelog,customer-facing change
65975,Improved,Online License Generator,License Generator: Audit Trail events review,excluded,"internal plumbing, infrastructure, or not customer-visible"
65985,Improved,UsageService,MDE services: handle delete account,parked,awaiting placement (navigation page decision / legacy-slm version / cross-service item)
65990,Improved,AllDbUpgradeApi,AllDbUpgradeApi  -  handle “AccountDeleteData” event,excluded,"dependency, framework, and configuration maintenance"
66020,Added,Audit Service,Audit Service: Implement and adjust new layouts and styles logic of Angular Materials,excluded,"Angular Material interface migration — internal (editorial decision, June 11, 2026)"
66022,Improved,Virtual License Manager,"Virtual License Manager: Perform fully test of UI, all functionality, adjust code id need and release to all environments",excluded,"tests, QA, and security scanning"
66024,Improved,FreshworksAlertsIntegration,FreshworksAlertsIntegration: Adjust to latest UI Common library changes,excluded,"tests, QA, and security scanning"
66052,Improved,Api Gateway,Add announce endpoint for agent activity manager,excluded,"internal plumbing, infrastructure, or not customer-visible"
66070,Added,Online License Generator,License Generator: support trial license SKUs,excluded,"internal plumbing, infrastructure, or not customer-visible"
66429,Added,CI/CD,UI_Build error due to update of openlm/openlm-common@19.1.0  package,excluded,"CI/CD, build, and deployment work"
66437,Improved,Broker Hub,Broker Hub: Re-Read/Restart option for DeployLicenseFileRequest Model,published in changelog,customer-facing change
66465,Added,Cloud Broker,Cloud Broker: Bentley: support license usage monitoring,already published,item already appears in static/release-notes JSON changelogs
66535,Added,spark,Reporting: Add UpdateLmHostStatusDto Model for Frequent Host Availability Updates in Reporting (On-Prem & Cloud ETL),excluded,"internal plumbing, infrastructure, or not customer-visible"
66536,Added,UGS,Add Support for User Aliasing Information in Reporting,published in changelog,customer-facing change
66554,Added,Cloud Server,Cloud UI - Build validation errors,excluded,"internal plumbing, infrastructure, or not customer-visible"
66555,Improved,SLM,OpenLM Platform: OpenLM.Infrastructure.ProductActivation package was updated to version 1.4.7,excluded,"dependency, framework, and configuration maintenance"
66573,Added,Servicenow Connector ETL,ServiceNowETL : Update servicenow etl service to support new servicenow app integration,excluded,"internal plumbing, infrastructure, or not customer-visible"
66607,Improved,OpenLM Server,Server vulnerability,excluded,"tests, QA, and security scanning"
66677,Improved,CI/CD,Drop CI yml trigger definitions,excluded,"CI/CD, build, and deployment work"
66762,Added,LicenseParser,"License Parser: Implement UI service's first step that include drag and drop, upload and parsing of license file",published in changelog,customer-facing change
66764,Added,LicenseParser,License Parser: Implement UI service's second step that include result and outcome of parsed license file,published in changelog,customer-facing change
66768,Added,LicenseParser,License Parser: Implement Server-side service integration with UI interface for license file parsing functionality,published in changelog,customer-facing change
66769,Added,LicenseParser,License Parser: Implement Server-side service FlexLM parsing functionality using FlexLM License Manager Parsing Package,published in changelog,customer-facing change
66770,Added,LicenseParser,License Parser: Implement unit and automation smoke tests for FlexLM parsing functionality,excluded,"tests, QA, and security scanning"
66777,Improved,LicenseParser,License Parser: Integrate Audit Client for publishing of events of service,excluded,"internal plumbing, infrastructure, or not customer-visible"
66783,Added,LicenseParser,License Parser: Create UI Navigation logic of service for OpenLM Cloud Platform,excluded,"internal plumbing, infrastructure, or not customer-visible"
